#Frame         mn_hd1       mn_hd2       mn_hd3
   29622       2.3702       2.3675       2.1933
   29623       2.2410       2.1803       2.2172
   29624       2.2480       2.4094       2.1347
   29625       2.3992       2.3657       2.2799
   29626       2.3025       2.4003       2.1441
   29627       2.2516       2.2022       2.1883
   29628       2.5820       2.2822       2.4401
   29629       2.2523       2.2349       2.3224
   29630       2.3847       2.1262       2.3177
   29631       2.2492       2.0468       2.2584
   29632       2.5135       2.2253       2.2121
   29633       2.3270       2.1680       2.3358
   29634       2.3922       2.1084       2.2780
   29635       2.4998       2.1098       2.4164
   29636       2.5863       2.1002       2.2000
   29637       2.4076       2.3572       2.1726
   29638       2.4367       2.1807       2.2052
   29639       2.4126       2.0976       2.2178
   29640       2.5692       2.2981       2.2377
   29641       2.2487       2.2661       2.3350
   29642       2.3179       2.2815       2.2689
   29643       2.2562       2.2797       2.1682
   29644       2.2465       2.2993       2.1691
   29645       2.3612       2.1690       2.0914
   29646       2.2433       2.3105       2.3349
   29647       2.2328       2.2166       2.2075
   29648       2.3497       2.1892       2.3327
   29649       2.4137       2.2873       2.1560
   29650       2.3442       2.2824       2.1747
   29651       2.5229       2.1677       2.2100
   29652       2.3888       2.2078       2.2600
   29653       2.3550       2.2208       2.3737
   29654       2.3388       2.1324       2.2087
   29655       2.6574       2.0582       2.2121
   29656       2.5111       2.2206       2.2493
   29657       2.2066       2.2770       2.2455
   29658       2.5200       2.3060       2.2401
   29659       2.2551       2.2237       2.2185
   29660       2.4705       2.3873       2.1999
   29661       2.3896       2.2860       2.2066
   29662       2.4447       2.3578       2.2483
   29663       2.5931       2.2293       2.1978
   29664       2.5142       2.2213       2.2919
   29665       2.3459       2.3525       2.0888
   29666       2.4126       2.2745       2.2825
   29667       2.3787       2.2293       2.2347
   29668       2.6611       2.2715       2.2780
   29669       2.5148       2.2845       2.1451
   29670       2.3197       2.4190       2.2204
   29671       2.2941       2.1893       2.0752
   29672       2.4364       2.3212       2.3056
   29673       2.2709       2.2340       2.2312
   29674       2.3014       2.2462       2.1993
   29675       2.3196       2.2086       2.2868
   29676       2.3955       2.3539       2.3334
   29677       2.2405       2.2389       2.3792
   29678       2.5003       2.3405       2.2684
   29679       2.5828       2.1985       2.1405
   29680       2.5086       2.2173       2.2286
   29681       2.3018       2.1068       2.1669
   29682       2.4682       2.3242       2.0898
   29683       2.4882       2.3575       2.2421
   29684       2.5566       2.3374       2.1975
   29685       2.4938       2.4210       2.1918
   29686       2.3090       2.3288       2.1314
   29687       2.5545       2.1123       2.2506
   29688       2.2156       2.3993       2.2195
   29689       2.3234       2.2952       2.1103
   29690       2.4586       2.3461       2.3051
   29691       2.2967       2.2250       2.1963
   29692       2.5112       2.2043       2.2268
   29693       2.4777       2.2752       2.1557
   29694       2.2783       2.3863       2.2852
   29695       2.4845       2.2768       2.2871
   29696       2.4048       2.1708       2.1053
   29697       2.2641       2.2580       2.2951
   29698       2.6264       2.4454       2.2461
   29699       2.5180       2.3180       2.1574
   29700       2.4023       2.3348       2.2858
   29701       2.3077       2.4186       2.1358
   29702       2.3004       2.3623       2.0896
   29703       2.2399       2.3988       2.1495
   29704       2.6117       2.1710       2.1982
   29705       2.5247       2.3511       2.0329
   29706       2.3754       2.2873       2.0904
   29707       2.5038       2.3424       2.2547
   29708       2.3152       2.1420       2.1341
   29709       2.5639       2.3689       2.2806
   29710       2.4835       2.3679       2.1059
   29711       2.4248       2.1603       2.3867
   29712       2.2785       2.3334       2.0729
   29713       2.4660       2.1075       2.2457
   29714       2.4498       2.2782       2.2362
   29715       2.4910       2.1788       2.2140
   29716       2.2586       2.2615       2.2164
   29717       2.5221       2.2803       2.1643
   29718       2.2029       2.2603       2.1557
   29719       2.4397       2.2138       2.0419
   29720       2.3926       2.2887       2.1723
   29721       2.5444       2.2593       2.4356
   29722       2.5459       2.3234       2.1182
   29723       2.3868       2.1576       2.0935
   29724       2.4077       2.1101       2.3960
   29725       2.4103       2.2246       2.2456
   29726       2.2458       2.3315       2.3072
   29727       2.5147       2.2421       2.2344
   29728       2.4858       2.3530       2.1607
   29729       2.3968       2.1617       2.2459
   29730       2.5078       2.3007       2.2194
   29731       2.4520       2.2680       2.1043
   29732       2.3894       2.2579       2.3345
   29733       2.3260       2.1325       2.1379
   29734       2.3035       2.1854       2.1552
   29735       2.2631       2.2216       2.1605
   29736       2.3253       2.3385       2.2380
   29737       2.5163       2.2514       2.3253
   29738       2.3864       2.2782       2.3143
   29739       2.2364       2.2885       2.1156
   29740       2.1982       2.3085       2.2542
   29741       2.4238       2.2306       2.2853
   29742       2.3831       2.3461       2.1300
   29743       2.1143       2.3243       2.2441
   29744       2.2662       2.3730       2.2686
   29745       2.5781       2.2240       2.1112
   29746       2.4634       2.2237       2.1880
   29747       2.3830       2.3803       2.1861
   29748       2.4744       2.4950       2.0795
   29749       2.3653       2.3244       2.2426
   29750       2.4622       2.3647       2.1999
   29751       2.2325       2.4692       2.1666
   29752       2.4149       2.2492       2.2667
   29753       2.2717       2.2975       2.1281
   29754       2.3551       2.1879       2.1007
   29755       2.5677       2.1627       2.2939
   29756       2.6172       2.1506       2.1560
   29757       2.3876       2.2091       2.1683
   29758       2.5996       2.1555       2.1174
   29759       2.4167       2.3965       2.3254
   29760       2.4843       2.2874       2.2052
   29761       2.3349       2.4363       2.2194
   29762       2.4104       2.0955       2.3343
   29763       2.2520       2.2371       2.2466
   29764       2.3287       2.1983       2.2946
   29765       2.4383       2.1896       2.3410
   29766       2.5430       2.3094       2.3246
   29767       2.3183       2.1927       2.2871
   29768       2.3430       2.2814       2.2210
   29769       2.1162       2.2230       2.2074
   29770       2.5014       2.3264       2.3421
   29771       2.3866       2.2761       2.2651
   29772       2.4247       2.1673       2.1569
   29773       2.3457       2.3373       2.2051
   29774       2.5787       2.3162       2.3225
   29775       2.4939       2.2485       2.1603
   29776       2.4439       2.2764       2.2884
   29777       2.5068       2.1109       2.2731
   29778       2.5675       2.0925       2.1079
   29779       2.3081       2.2003       2.3181
   29780       2.2304       2.3453       2.3648
   29781       2.3897       2.1551       2.2861
   29782       2.3631       2.2849       2.3290
   29783       2.5176       2.3326       2.1557
   29784       2.3033       2.2075       2.2546
   29785       2.4053       2.3575       2.3816
   29786       2.5864       2.1137       2.3231
   29787       2.4314       2.1981       2.1935
   29788       2.3998       2.2613       2.2281
   29789       2.5220       2.2341       2.2073
   29790       2.5754       2.1656       2.2096
   29791       2.4572       2.3173       2.2200
   29792       2.4997       2.2017       2.0025
   29793       2.4121       2.1836       2.1305
   29794       2.3958       2.2210       2.4089
   29795       2.5535       2.1857       2.1608
   29796       2.5387       2.2423       2.2436
   29797       2.5413       2.3708       2.1894
   29798       2.4088       2.2604       2.2036
   29799       2.4508       2.2347       2.1966
   29800       2.3268       2.2372       2.1343
   29801       2.4623       2.3164       2.3167
   29802       2.2645       2.2772       2.1834
   29803       2.5159       2.2039       2.1956
   29804       2.1305       2.4118       2.1546
   29805       2.5951       2.3236       2.1912
   29806       2.4473       2.3121       2.2498
   29807       2.3376       2.2743       2.2191
   29808       2.4080       2.2927       2.1870
   29809       2.3031       2.0695       2.2210
   29810       2.4169       2.2958       2.2541
   29811       2.3822       2.1922       2.2830
   29812       2.5267       2.0252       2.2814
   29813       2.3581       2.0883       2.2218
   29814       2.4583       2.2346       2.2048
   29815       2.5359       2.2891       2.2949
   29816       2.5147       2.3738       2.2785
   29817       2.3850       2.3189       2.1753
   29818       2.4120       2.2291       2.2361
   29819       2.2373       2.1747       2.2364
   29820       2.2387       2.3070       2.1447
   29821       2.4431       2.3617       2.1582
   29822       2.4513       2.2280       2.2328
   29823       2.2687       2.0615       2.2309
   29824       2.2718       2.3375       2.1372
   29825       2.2336       2.3440       2.2779
   29826       2.5869       2.3334       2.2171
   29827       2.2627       2.3240       2.0690
   29828       2.3035       2.2518       2.1978
   29829       2.3001       2.2234       2.2493
   29830       2.1991       2.3039       2.0531
   29831       2.3621       2.1705       2.2256
   29832       2.4288       2.3744       2.3145
   29833       2.5025       2.2512       2.6460
   29834       2.3369       2.2997       2.3630
   29835       2.4065       2.3826       2.3653
   29836       2.5768       2.2299       2.3141
   29837       2.6190       2.2741       2.2488
   29838       2.3918       2.2623       2.2227
   29839       2.4862       2.1779       2.2522
   29840       2.4922       2.3532       2.3097
   29841       2.2630       2.2418       2.1375
   29842       2.3206       2.2877       2.1339
   29843       2.3968       2.2959       2.2669
   29844       2.4505       2.1119       2.2647
   29845       2.6617       1.9787       2.2285
   29846       2.2681       2.1175       2.0982
   29847       2.2879       2.1944       2.2530
   29848       2.2424       2.2739       2.1290
   29849       2.3938       2.0881       2.2085
   29850       2.3379       2.1915       2.2602
   29851       2.3552       2.3887       2.2320
   29852       2.6275       2.1852       2.2402
   29853       2.3077       2.3612       2.1415
   29854       2.3461       2.2787       2.2521
   29855       2.4117       2.1467       2.4527
   29856       2.3604       2.2341       2.1812
   29857       2.4837       2.1847       2.1428
   29858       2.3729       2.3015       2.2793
   29859       2.3551       2.2948       2.3462
   29860       2.3286       2.1917       2.2230
   29861       2.5931       2.2604       2.1727
   29862       2.4867       2.2054       2.3081
   29863       2.3701       2.0822       2.3134
   29864       2.2831       2.1914       2.1922
   29865       2.3847       2.3623       2.2617
   29866       2.3360       2.2041       2.2008
   29867       2.1504       2.1975       2.3281
   29868       2.2887       2.2504       2.1695
   29869       2.4730       2.4528       2.2154
   29870       2.5393       2.1821       2.0547
   29871       2.2503       2.3453       2.2926
   29872       2.2908       2.2189       2.1856
   29873       2.3460       2.4450       2.1642
   29874       2.4439       2.2680       1.9335
   29875       2.4857       2.0928       2.1919
   29876       2.4894       2.2617       2.3887
   29877       2.6693       2.2218       2.2220
   29878       2.2056       2.1360       2.1321
   29879       2.4622       2.2580       2.2066
   29880       2.4849       2.2438       2.2045
   29881       2.0437       2.3582       2.2211
   29882       2.4090       2.4061       2.2293
   29883       2.3267       2.1124       2.2470
   29884       2.3672       2.2649       2.1742
   29885       2.4078       2.3256       2.2522
   29886       2.3923       2.2657       2.1541
   29887       2.5634       2.1692       2.2761
   29888       2.3824       2.2130       2.2219
   29889       2.3442       2.2825       2.4412
   29890       2.2688       2.3508       2.2265
   29891       2.4009       2.2623       2.2985
   29892       2.4033       2.2182       2.4331
   29893       2.3779       2.1887       2.2139
   29894       2.3818       2.2916       2.2658
   29895       2.4358       2.2669       2.0497
   29896       2.7388       2.3423       2.2852
   29897       2.3351       2.2886       2.0730
   29898       2.3329       2.2412       2.1313
   29899       2.3263       2.4021       2.2876
   29900       2.2914       2.2610       2.2666
   29901       2.4231       2.4256       2.2161
   29902       2.2428       2.3570       2.1753
   29903       2.2758       2.1828       2.3384
   29904       2.1542       2.1141       2.3283
   29905       2.5171       2.3562       2.1391
   29906       2.5391       2.3372       2.3361
   29907       2.4223       2.3418       2.3049
   29908       2.4410       2.3425       2.1873
   29909       2.2641       2.1946       2.2038
   29910       2.4433       2.2420       2.2520
   29911       2.3389       2.1770       2.1889
   29912       2.4922       2.2057       2.1531
   29913       2.4212       2.2034       2.2024
   29914       2.4991       2.1444       2.0789
   29915       2.5573       2.2574       2.1761
   29916       2.3456       2.3007       2.0741
   29917       2.3114       2.3588       2.0847
   29918       2.3725       2.3559       2.2495
   29919       2.2382       2.2973       2.1514
   29920       2.3900       2.3452       2.0516
   29921       2.3753       2.3920       2.2835
   29922       2.4214       2.2492       2.1636
   29923       2.4618       2.3399       2.2296
   29924       2.3988       2.2130       2.2996
   29925       2.4200       2.0601       2.1099
   29926       2.3288       2.1836       2.2210
   29927       2.5141       2.3470       2.2714
   29928       2.2704       2.2660       2.2362
   29929       2.4403       2.2299       2.1675
   29930       2.5094       2.2408       2.2281
   29931       2.3543       2.4139       2.2351
   29932       2.0991       2.2222       2.2037
   29933       2.5812       2.2616       2.1778
   29934       2.4552       2.2374       2.1302
   29935       2.5784       2.1182       2.3011
   29936       2.6545       2.2882       2.0474
   29937       2.2350       2.2965       2.2789
   29938       2.5882       2.3798       2.1283
   29939       2.3052       2.3414       2.2253
   29940       2.2895       2.1776       2.3813
   29941       2.3961       2.2646       2.1921
   29942       2.2935       2.2979       2.3716
   29943       2.3582       2.2475       2.0980
   29944       2.4148       2.5703       2.1658
   29945       2.4322       2.2971       2.0487
   29946       2.3524       2.2316       2.2461
   29947       2.5910       2.1948       2.3767
   29948       2.2728       2.3922       2.0904
   29949       2.4331       2.3771       2.3645
   29950       2.4056       2.1208       2.2293
   29951       2.5072       2.2733       2.1954
   29952       2.4968       2.3465       2.0749
   29953       2.4059       2.2252       2.1134
   29954       2.4743       2.2941       2.0711
   29955       2.5462       2.3915       2.2368
   29956       2.5411       2.2720       2.3220
   29957       2.5368       2.0455       2.1813
   29958       2.5616       2.2310       2.1859
   29959       2.4419       2.3016       2.2788
   29960       2.4783       2.1708       2.2582
   29961       2.4837       2.4556       2.2998
   29962       2.5237       2.2872       2.2972
   29963       2.3216       2.1826       2.2106
   29964       2.2565       2.2352       2.3934
   29965       2.5860       2.2725       2.2902
   29966       2.4026       2.1404       2.2084
   29967       2.4020       2.2279       2.1893
   29968       2.4615       2.3064       2.3495
   29969       2.4053       2.2041       2.1688
   29970       2.6131       2.3524       2.1683
   29971       2.5187       2.2915       2.2887
   29972       2.5942       2.4124       2.2170
   29973       2.4234       2.1658       2.3615
   29974       2.2458       2.2526       2.1763
   29975       2.3837       2.2573       2.2513
   29976       2.5452       2.2143       2.2057
   29977       2.4614       2.3323       2.2774
   29978       2.3124       2.3708       2.2603
   29979       2.4393       2.1769       2.1466
   29980       2.3420       2.2593       2.2192
   29981       2.4223       2.2069       2.1084
   29982       2.3891       2.2803       2.3388
   29983       2.4160       2.2963       2.2378
   29984       2.4550       2.4316       2.1494
   29985       2.4553       2.4524       2.2499
   29986       2.2936       2.4071       2.1846
   29987       2.2682       2.1749       2.4410
   29988       2.5453       2.2886       2.4000
   29989       2.3856       2.4266       2.2479
   29990       2.4811       2.2185       2.1729
   29991       2.5512       2.3005       2.1908
   29992       2.5597       2.1895       2.1784
   29993       2.3500       2.2795       2.3522
   29994       2.3433       2.3344       2.1501
   29995       2.4324       2.2909       2.2345
   29996       2.3151       2.2449       2.2830
   29997       2.6398       2.2893       2.1837
   29998       2.1824       2.4444       2.3386
   29999       2.4984       2.1926       2.2654
   30000       2.4299       2.3271       2.1298
   30001       2.2181       2.3147       2.2030
   30002       2.2503       2.1751       2.3019
   30003       2.5033       2.1647       2.3038
   30004       2.3343       2.1683       2.2147
   30005       2.1442       2.2550       2.2240
   30006       2.3065       2.2938       2.2755
   30007       2.3949       2.0858       2.2995
   30008       2.3464       2.3048       2.2780
   30009       2.6493       2.3890       2.1774
   30010       2.3596       2.2703       2.1180
   30011       2.3363       2.2999       2.2560
   30012       2.3236       2.1834       2.4509
   30013       2.4666       2.2919       2.1691
   30014       2.3197       2.1292       2.0946
   30015       2.1543       2.2140       2.2780
   30016       2.2666       2.2906       2.1208
   30017       2.4008       2.3506       2.1632
   30018       2.4835       2.2313       2.1530
   30019       2.3832       2.3407       2.1412
   30020       2.3522       2.3033       2.1092
   30021       2.4417       2.2389       1.9698
   30022       2.4308       2.3249       2.3067
   30023       2.3900       2.1096       2.3024
   30024       2.3276       2.1792       2.1311
   30025       2.5977       2.0732       2.2451
   30026       2.3589       2.3100       2.2995
   30027       2.4598       2.4156       2.3108
   30028       2.2819       2.1338       2.2796
   30029       2.4636       2.0628       2.0626
   30030       2.4713       2.3556       2.1993
   30031       2.3704       2.2435       2.2507
   30032       2.2517       2.3921       2.1382
   30033       2.3318       2.3671       2.1782
   30034       2.4445       2.3993       2.3137
   30035       2.3451       2.2234       2.1380
   30036       2.3662       2.2624       2.2469
   30037       2.4263       2.2845       2.0544
   30038       2.2964       2.4120       2.0996
   30039       2.4148       2.1942       2.2575
   30040       2.4397       2.2695       2.4737
   30041       2.3256       2.3838       2.2841
   30042       2.4537       2.2874       2.2710
   30043       2.2464       2.2999       2.4363
   30044       2.6697       2.1551       2.3413
   30045       2.3420       2.2591       2.3511
   30046       2.6555       2.3954       2.3036
   30047       2.4008       2.1506       2.1384
   30048       2.1872       2.2725       2.4685
   30049       2.4960       2.2320       2.1805
   30050       2.4948       2.2851       2.2829
   30051       2.3976       2.3074       2.3036
   30052       2.5312       2.2795       2.2603
   30053       2.3019       2.2340       2.0797
   30054       2.3029       2.2410       2.2807
   30055       2.3661       2.2871       2.0743
   30056       2.3896       2.2148       2.1914
   30057       2.5493       2.3824       2.2912
   30058       2.5067       2.2650       2.3514
   30059       2.3655       2.2281       2.1270
   30060       2.3893       2.3874       2.1900
   30061       2.3366       2.2795       2.3590
   30062       2.2109       2.2033       2.2147
   30063       2.4310       2.2985       2.1768
   30064       2.4064       2.2665       2.3424
   30065       2.4557       2.3656       2.0960
   30066       2.5182       2.1159       2.2017
   30067       2.5542       2.1730       2.0897
   30068       2.6395       2.3710       2.3257
   30069       2.5361       2.3331       2.0011
   30070       2.5296       2.2779       2.1641
   30071       2.5474       2.2789       2.2440
   30072       2.5648       2.2258       2.2696
   30073       2.3681       1.9931       2.1352
   30074       2.2802       2.2722       2.0558
   30075       2.4707       2.2915       2.3055
   30076       2.4623       2.0957       2.2974
   30077       2.3606       2.2525       2.2272
   30078       2.3690       2.3003       2.1803
   30079       2.3759       1.9711       2.2561
   30080       2.7288       2.4207       2.1692
   30081       2.4312       2.3594       2.2532
   30082       2.3715       2.4591       2.2045
   30083       2.4846       2.3240       2.1941
   30084       2.2162       2.2168       2.4317
   30085       2.7027       2.2278       2.2424
   30086       2.4693       2.3205       2.3349
   30087       2.4095       2.2996       2.1660
   30088       2.3536       2.2494       2.3440
   30089       2.1599       2.2976       2.2708
   30090       2.3829       2.2343       2.2372
   30091       2.5216       2.3746       2.2822
   30092       2.4015       2.3472       2.1360
   30093       2.3309       2.2559       2.1823
   30094       2.3786       2.1482       2.2877
   30095       2.6012       2.2398       2.1792
   30096       2.3502       2.1980       2.1027
   30097       2.5220       2.2272       2.2480
   30098       2.4377       2.3530       2.1905
   30099       2.4954       2.0847       2.3095
   30100       2.5589       2.2989       2.2687
   30101       2.3236       2.1367       2.1658
   30102       2.3374       2.2500       2.2724
   30103       2.4195       2.2216       2.4146
   30104       2.3758       2.3575       2.2327
   30105       2.2603       2.2962       2.0142
   30106       2.3089       2.3390       2.2935
   30107       2.3369       2.3464       2.1984
   30108       2.2340       2.1544       2.2274
   30109       2.4071       2.3461       2.1354
   30110       2.6437       2.4515       2.2951
   30111       2.5366       2.2396       2.3057
   30112       2.3067       2.4150       2.3244
   30113       2.4206       2.1910       2.1804
   30114       2.4288       2.3207       2.2980
   30115       2.3808       2.2625       2.1868
   30116       2.4511       2.2735       2.3267
   30117       2.5619       2.1882       2.2452
   30118       2.2430       2.2874       1.9613
   30119       2.2725       2.2342       2.1359
   30120       2.4465       2.2088       2.3802
   30121       2.4279       2.2518       2.1439
   30122       2.2071       2.2149       2.1905
   30123       2.7977       2.1465       2.1318
   30124       2.3378       2.3528       2.2867
   30125       2.5352       2.2953       2.2441
   30126       2.6255       2.3689       2.1487
   30127       2.4664       2.2265       2.3790
   30128       2.5221       2.1229       2.2942
   30129       2.3674       2.1872       2.1587
   30130       2.5167       2.1915       2.1831
   30131       2.5328       2.1937       2.2326
   30132       2.3455       2.2564       2.2306
   30133       2.5817       2.3078       2.1932
   30134       2.4762       2.3286       2.1471
   30135       2.5169       2.2774       2.3503
   30136       2.4539       2.3290       2.0569
   30137       2.6004       2.2659       2.3011
   30138       2.4235       2.2560       2.0727
   30139       2.4251       2.3541       2.2166
   30140       2.3830       2.2937       2.3786
   30141       2.4769       2.2863       2.3234
   30142       2.4155       2.3002       2.3343
   30143       2.2584       2.3251       2.2481
   30144       2.5148       2.3319       2.1131
   30145       2.3839       2.3101       2.3389
   30146       2.3940       2.0983       2.1757
   30147       2.1936       2.2937       2.1315
   30148       2.4970       2.3278       2.2529
   30149       2.3869       2.3136       2.3381
   30150       2.7003       2.2283       2.2669
   30151       2.3676       2.1466       2.1524
   30152       2.3609       2.2101       2.1756
   30153       2.2364       2.2788       2.3035
   30154       2.4232       2.3150       2.2561
   30155       2.2379       2.3843       2.3113
   30156       2.2266       2.2918       2.2073
   30157       2.6159       2.0547       2.3036
   30158       2.4184       2.1961       2.1528
   30159       2.3914       2.3272       2.2041
   30160       2.3545       2.2389       2.4319
   30161       2.2686       2.2356       2.2800
   30162       2.7782       2.1662       2.1427
   30163       2.3728       2.2115       2.2012
   30164       2.2777       2.3669       2.2570
   30165       2.4417       2.1790       2.2341
   30166       2.3558       2.3224       2.2870
   30167       2.5833       2.3049       2.4577
   30168       2.5994       2.3291       2.2363
   30169       2.5479       2.3079       2.2164
   30170       2.4530       2.3962       2.2747
   30171       2.6114       2.3304       2.2569
   30172       2.5447       2.2005       2.2342
   30173       2.2927       2.3651       2.3669
   30174       2.6053       2.1988       2.3233
   30175       2.3305       2.3974       2.2533
   30176       2.4270       2.2400       2.5126
   30177       2.5297       2.2462       2.1263
   30178       2.4909       2.1562       2.2832
   30179       2.4327       2.2279       2.0875
   30180       2.4251       2.3527       2.1994
   30181       2.2114       2.3945       2.4718
   30182       2.5070       2.1554       2.0761
   30183       2.4523       2.2553       2.1469
   30184       2.3754       2.2543       2.3700
   30185       2.4510       2.1999       2.2536
   30186       2.3227       2.3256       2.1016
   30187       2.0998       2.1343       2.1739
   30188       2.3958       2.2229       2.3035
   30189       2.4269       2.1654       2.3478
   30190       2.4320       2.3083       2.2528
   30191       2.4325       2.0912       2.1597
   30192       2.5018       2.1022       2.2175
   30193       2.4071       2.2562       2.3337
   30194       2.4134       2.4954       2.2388
   30195       2.4787       2.1691       2.2119
   30196       2.6253       2.3797       2.3227
   30197       2.4113       2.2715       2.3031
   30198       2.3161       2.3049       2.3404
   30199       2.3445       2.5352       2.2850
   30200       2.5199       2.3865       2.3476
   30201       2.1925       2.1882       2.1373
   30202       2.3227       2.2999       2.2311
   30203       2.5007       2.2899       2.1550
   30204       2.3465       2.3261       2.1616
   30205       2.6690       2.3372       2.3732
   30206       2.4938       2.2873       2.1609
   30207       2.4663       2.3444       2.3802
   30208       2.2039       2.3009       2.3909
   30209       2.5710       2.2477       2.2101
   30210       2.3479       2.2508       2.2565
   30211       2.2940       2.2882       2.3358
   30212       2.3616       2.1904       2.2357
   30213       2.3652       2.4583       2.2199
   30214       2.4751       2.3235       2.2524
   30215       2.3667       2.2894       2.1887
   30216       2.4092       2.5487       2.2158
   30217       2.3546       2.1267       2.3016
   30218       2.1764       2.3260       2.1399
   30219       2.4734       2.3612       2.2786
   30220       2.5221       2.3797       2.1963
   30221       2.3192       2.0719       2.1640
   30222       2.4357       2.1510       2.0808
   30223       2.6718       2.2884       2.3231
   30224       2.3409       2.2207       2.0711
   30225       2.6791       2.2650       2.2927
   30226       2.2968       2.1696       2.1905
   30227       2.4749       2.3386       2.1423
   30228       2.5544       2.3777       2.1607
   30229       2.3029       2.3176       2.1000
   30230       2.6298       2.2209       2.2321
   30231       2.4887       2.2610       2.2121
   30232       2.5810       2.2903       2.2622
   30233       2.4038       2.2275       2.1531
   30234       2.4396       2.3161       2.1667
   30235       2.4596       2.3189       2.2813
   30236       2.3707       2.3738       2.2940
   30237       2.3214       2.2811       2.3090
   30238       2.4286       2.4795       2.2018
   30239       2.5085       2.3311       2.2010
   30240       2.4035       2.4239       2.1751
   30241       2.4117       2.2400       2.3450
   30242       2.5500       2.3638       2.0962
   30243       2.2133       2.4143       2.0976
   30244       2.3219       2.2029       2.1238
   30245       2.3957       2.0849       2.2667
   30246       2.4451       2.0906       2.2409
   30247       2.2765       2.2934       2.2416
   30248       2.4454       2.3336       2.3468
   30249       2.2479       2.3583       2.2904
   30250       2.5994       2.2638       2.1966
   30251       2.4773       2.2881       2.1617
   30252       2.6409       2.1538       2.3090
   30253       2.4335       2.2313       2.2464
   30254       2.4309       2.2893       2.0723
   30255       2.2838       2.3704       2.3229
   30256       2.5817       2.2176       2.2049
   30257       2.3900       2.3886       2.2723
   30258       2.4206       2.2454       2.1815
   30259       2.4713       2.0901       2.3527
   30260       2.3702       2.0917       2.2169
   30261       2.5760       2.2855       2.3362
   30262       2.5143       2.3050       2.0739
   30263       2.4029       2.2435       2.1455
   30264       2.4600       2.2255       2.1107
   30265       2.5673       2.2851       2.3099
   30266       2.4415       2.2424       2.2341
   30267       2.2987       2.1403       2.1141
   30268       2.3220       2.2997       2.1499
   30269       2.7184       2.1942       2.1809
   30270       2.5352       2.2337       2.2372
   30271       2.5094       2.3584       2.2920
   30272       2.3430       2.2335       2.1596
   30273       2.4792       2.0670       2.3300
   30274       2.5070       2.2841       2.2126
   30275       2.5481       2.1461       2.2471
   30276       2.4181       2.1920       2.2138
   30277       2.5013       2.3145       2.4134
   30278       2.3600       2.3895       2.4197
   30279       2.4254       2.2440       2.1806
   30280       2.3433       2.1898       2.3500
   30281       2.6168       2.2110       2.1471
   30282       2.1962       2.1873       2.0726
   30283       2.3662       2.2010       2.2300
   30284       2.5988       2.1787       2.1879
   30285       2.3892       2.2130       2.3889
   30286       2.3821       2.2433       2.0532
   30287       2.1840       2.3352       2.3252
   30288       2.3507       2.2470       2.1715
   30289       2.4607       2.3459       2.2944
   30290       2.6092       2.2914       2.1670
   30291       2.4306       2.1687       2.2484
   30292       2.3426       2.3355       2.3339
   30293       2.4960       2.2207       2.2880
   30294       2.3924       2.2704       2.0674
   30295       2.4109       2.2440       2.1841
   30296       2.5448       2.2229       2.1711
   30297       2.4190       2.2790       2.1551
   30298       2.4681       2.3878       2.2532
   30299       2.1969       2.2179       2.2385
   30300       2.3627       2.2346       2.4024
   30301       2.4753       2.1688       2.2005
   30302       2.3452       2.4183       2.1755
   30303       2.3509       2.4283       2.2597
   30304       2.4275       2.1788       2.1437
   30305       2.4716       2.3945       2.1226
   30306       2.4939       2.3480       2.3398
   30307       2.4419       2.2049       2.3236
   30308       2.5003       2.1893       2.0942
   30309       2.5196       2.1913       2.1782
   30310       2.4279       2.2427       2.3128
   30311       2.4667       2.2170       2.0880
   30312       2.4133       2.0605       2.1499
   30313       2.4677       2.2092       2.1438
   30314       2.4649       2.2920       2.2444
   30315       2.4700       2.2216       2.2958
   30316       2.5780       2.1190       2.1952
   30317       2.4994       2.1169       2.1724
   30318       2.3896       2.2473       2.1445
   30319       2.4548       2.3335       2.2610
   30320       2.2523       2.2890       2.2156
   30321       2.4457       2.4722       2.0971
   30322       2.3178       2.1388       2.4085
   30323       2.5010       2.3021       2.3109
   30324       2.4159       2.2440       2.2691
   30325       2.5038       2.2323       2.0899
   30326       2.3099       2.2529       2.3792
   30327       2.6528       2.3199       2.2372
   30328       2.2660       2.2415       2.2228
   30329       2.3755       2.2980       2.4428
   30330       2.5241       2.2063       2.1607
   30331       2.6276       2.3075       2.1170
   30332       2.2847       2.3315       2.2086
   30333       2.3721       2.3555       2.2755
   30334       2.4073       2.3787       2.2200
   30335       2.5082       2.2472       2.2972
   30336       2.5548       2.3272       2.2633
   30337       2.5078       2.3320       2.3870
   30338       2.3371       2.2575       2.1149
   30339       2.2879       2.2132       2.1562
   30340       2.3837       2.1648       2.0635
   30341       2.3494       2.4143       2.0891
   30342       2.3608       2.2356       2.1230
   30343       2.4280       2.2939       2.1863
   30344       2.4815       2.1085       2.3109
   30345       2.3740       2.2306       2.1238
   30346       2.2854       2.1667       2.2501
   30347       2.3672       2.3548       2.2002
   30348       2.3875       2.3407       2.1747
   30349       2.4853       2.2344       2.1744
   30350       2.2511       2.3727       2.2371
   30351       2.4227       2.3264       2.1817
   30352       2.5335       2.3132       2.3576
   30353       2.3060       2.3422       2.1980
   30354       2.5776       2.2383       2.3435
   30355       2.3470       2.4014       2.1889
   30356       2.2861       2.2338       2.1503
