#Frame         mn_hd1       mn_hd2       mn_hd3
     771       2.4404       2.2433       2.1554
     772       2.4502       2.1464       2.1195
     773       2.4763       2.2125       2.2158
     774       2.2389       2.1404       2.0870
     775       2.2579       2.3445       2.1413
     776       2.2814       2.2065       2.2207
     777       2.0707       2.2964       2.2576
     778       2.3068       2.2402       2.1634
     779       2.2112       2.2566       2.1453
     780       2.3860       2.2338       2.1755
     781       2.5128       2.1525       2.3520
     782       2.4492       2.3622       2.1259
     783       2.4019       2.2638       2.1516
     784       2.4078       2.3543       2.1795
     785       2.2811       2.3867       2.2770
     786       2.2794       2.2896       2.1995
     787       2.3298       2.3181       2.1299
     788       2.4671       2.2121       2.3855
     789       2.5367       2.3101       2.1312
     790       2.4912       2.4475       2.3925
     791       2.6233       2.2906       2.1781
     792       2.3292       2.0786       2.1779
     793       2.4581       2.2938       2.2308
     794       2.1984       2.4238       2.1984
     795       2.4515       2.1734       2.2123
     796       2.4939       2.0761       2.2308
     797       2.4272       2.3032       2.2844
     798       2.4139       2.3779       2.1651
     799       2.4575       2.2096       2.2183
     800       2.2441       2.1847       2.3860
     801       2.5114       2.2324       2.1950
     802       2.4936       2.3012       2.2234
     803       2.4306       2.1594       2.2482
     804       2.5405       2.2604       2.2751
     805       2.3772       2.1715       2.1359
     806       2.3240       2.2123       2.1826
     807       2.3937       2.2907       1.9837
     808       2.3334       2.0830       2.2968
     809       2.5002       2.0687       2.2054
     810       2.5267       2.1387       2.2531
     811       2.5917       2.0957       2.3096
     812       2.2137       2.1770       2.2446
     813       2.3457       2.1933       2.1620
     814       2.4525       2.2942       2.1192
     815       2.3191       2.2639       2.2882
     816       2.6172       2.1161       2.2337
     817       2.4903       2.0811       2.2693
     818       2.5640       2.2121       2.1460
     819       2.3103       2.2346       2.2750
     820       2.2892       2.2350       2.2717
     821       2.5059       2.1280       2.1675
     822       2.3249       2.1993       2.3450
     823       2.4969       2.2936       2.2370
     824       2.4615       2.2593       2.0729
     825       2.3608       2.2059       2.2055
     826       2.3134       2.2159       2.1895
     827       2.3868       2.1029       2.2411
     828       2.2021       2.3477       2.2236
     829       2.1428       2.2951       2.0879
     830       2.4728       2.3862       2.1326
     831       2.3598       2.3301       2.1329
     832       2.3856       2.2432       2.2204
     833       2.2616       2.1250       2.1869
     834       2.1573       2.3847       2.1759
     835       2.2049       2.4646       2.1677
     836       2.3787       2.2031       2.2550
     837       2.3673       2.2185       2.1269
     838       2.2214       2.2995       2.1701
     839       2.4761       2.4660       2.1968
     840       2.1456       2.2721       2.2775
     841       2.5155       2.2821       2.3172
     842       2.3753       2.0751       2.2155
     843       2.4311       2.1961       2.2879
     844       2.4770       2.2465       2.1890
     845       2.3935       2.2837       2.3631
     846       2.4411       2.2329       2.2386
     847       2.3241       2.2908       2.2070
     848       2.4280       2.3447       2.3339
     849       2.2601       2.1873       2.2502
     850       2.4297       2.0843       2.2160
     851       2.0835       2.2197       2.2313
     852       2.3453       2.2821       2.3524
     853       2.4808       2.2452       2.2019
     854       2.5276       2.2231       2.1683
     855       2.2976       2.2828       2.3759
     856       2.2447       2.3775       2.1384
     857       2.6071       2.1388       2.3295
     858       2.4656       2.2753       2.2231
     859       2.4797       2.2907       2.3164
     860       2.3156       2.3043       2.1988
     861       2.2947       2.2358       2.2196
     862       2.3638       2.2370       2.0578
     863       2.3325       2.2755       2.1659
     864       2.4753       2.3839       2.1121
     865       2.3405       2.3627       2.2802
     866       2.3750       2.1944       2.2605
     867       2.2397       2.2889       2.1585
     868       2.3494       2.1454       2.2132
     869       2.2360       2.3965       2.4134
     870       2.2459       2.1058       2.3889
     871       2.3434       2.0827       2.0963
     872       2.1462       2.2955       2.2754
     873       2.3386       2.0885       2.1527
     874       2.3068       2.3540       2.3222
     875       2.4739       2.3167       2.1441
     876       2.6085       2.1937       2.1918
     877       2.4800       2.2553       2.3307
     878       2.1000       2.3238       2.3074
     879       2.5660       2.2215       2.2105
     880       2.1596       2.4505       2.2396
     881       2.2123       2.4473       2.3397
     882       2.4085       2.2813       2.3317
     883       2.3912       2.2491       2.2802
     884       2.5352       2.2788       2.2853
     885       2.1191       2.3435       2.2275
     886       2.4170       2.2185       2.1312
     887       2.1627       2.2652       2.2233
     888       2.5140       2.0624       2.0898
     889       2.4070       2.3628       2.3987
     890       2.2772       2.2915       2.1475
     891       2.2434       2.1845       2.2876
     892       2.2342       2.1589       2.3008
     893       2.3038       2.2587       2.2569
     894       2.5368       2.2020       2.2093
     895       2.2845       2.1541       2.2256
     896       2.4173       2.0446       2.1729
     897       2.4474       2.1592       2.3317
     898       2.3775       2.3869       2.1695
     899       2.3249       2.0424       2.2663
     900       2.1745       2.1899       2.3725
     901       2.5080       2.3764       2.2257
     902       2.3202       2.4308       2.2623
     903       2.3727       2.0786       2.2747
     904       2.5058       2.3154       2.2730
     905       2.2660       2.1867       2.3791
     906       2.4823       2.1863       2.1197
     907       2.2793       2.1221       2.1963
     908       2.4308       2.1006       2.3681
     909       2.5311       2.2668       2.2502
     910       2.4681       2.3580       2.1923
     911       2.3300       2.2925       2.1596
     912       2.3762       2.3824       2.2548
     913       2.3005       2.1037       2.1832
     914       2.4292       2.3293       2.1749
     915       2.1507       2.1746       2.0724
     916       2.3069       2.2357       2.1748
     917       2.5766       2.1491       2.1603
     918       2.4134       2.2041       2.2492
     919       2.2008       2.2377       2.2591
     920       2.5484       2.4799       1.9600
     921       2.3818       2.1657       2.1967
     922       2.3158       2.2157       2.2213
     923       2.3052       2.3455       2.3080
     924       2.4042       2.2964       2.3392
     925       2.3876       2.1595       2.3070
     926       2.3385       2.1129       2.1694
     927       2.4184       2.2791       2.2511
     928       2.5490       2.3091       2.2150
     929       2.3952       2.2342       2.3221
     930       2.4397       2.2312       2.2407
     931       2.5226       2.2238       2.1185
     932       2.3974       2.2693       2.1827
     933       2.3891       2.2630       2.1082
     934       2.3326       2.2810       2.3526
     935       2.3005       2.2031       2.2830
     936       2.4202       2.1288       2.3735
     937       2.4094       2.2863       2.2199
     938       2.4130       2.4623       2.2150
