#Frame      Mn1_Ox_OZ    Mn1_Ox_OY    Mn1_Ox_OX
   44079       1.9982       4.0087       2.3333
   44080       2.0169       4.0250       2.3841
   44081       2.2019       4.1677       2.4486
   44082       2.0792       4.1051       2.4185
   44083       2.1186       4.1108       2.2845
   44084       2.0357       4.0309       2.2476
   44085       2.0873       4.1571       2.3310
   44086       2.0770       4.0972       2.4165
   44087       2.0765       4.1238       2.5602
   44088       2.1501       4.1296       2.2423
   44089       1.9860       3.9068       2.5279
   44090       2.0898       4.1475       2.4220
   44091       2.2191       4.1658       2.3455
   44092       2.1119       4.0949       2.4390
   44093       2.1283       4.1117       2.2910
   44094       2.1303       4.0783       2.3356
   44095       2.1339       4.0800       2.2234
   44096       2.2687       4.1853       2.2330
   44097       2.0987       4.0392       2.1625
   44098       1.9439       4.0085       2.2738
   44099       2.1446       4.1841       2.3109
   44100       2.1524       4.1465       2.3270
   44101       2.1475       4.1326       2.5226
   44102       2.0662       4.0384       2.2951
   44103       2.1317       4.0851       2.4934
   44104       2.0258       4.0460       2.2165
   44105       2.0241       4.0297       2.4213
   44106       2.0826       4.0898       2.4700
   44107       2.0743       4.0996       2.3374
   44108       2.0966       4.0834       2.3802
   44109       2.1167       4.0422       2.4269
   44110       2.1527       4.1530       2.6363
   44111       2.0615       3.9988       2.5255
   44112       2.1916       4.1627       2.4619
   44113       2.2116       4.1917       2.3735
   44114       2.1309       4.0697       2.2561
   44115       2.1671       4.1053       2.2197
   44116       2.2152       4.3135       2.5387
   44117       2.0823       4.2038       2.4765
   44118       2.0825       4.0647       2.3407
   44119       2.2671       4.1649       2.2650
   44120       2.0961       4.0401       2.3268
   44121       2.2144       4.1880       2.5025
   44122       1.9848       4.0539       2.3892
   44123       2.1121       4.0983       2.2319
   44124       2.0924       4.0929       2.3470
   44125       2.1904       4.1733       2.3934
   44126       2.1057       4.1896       2.5855
   44127       1.9244       3.8893       2.3967
   44128       2.0844       4.0963       2.3538
   44129       2.1288       4.0904       2.3708
   44130       2.0804       4.0230       2.3451
   44131       2.0628       4.0272       2.3064
   44132       2.0345       3.9375       2.3774
   44133       2.0303       4.0471       2.4912
   44134       2.2018       4.2278       2.3877
   44135       2.1226       4.0598       2.3173
   44136       2.0236       4.0488       2.4608
   44137       2.1202       4.0697       2.3337
   44138       2.1588       4.1152       2.4510
   44139       1.9970       3.9997       2.3360
   44140       2.1306       4.1375       2.3253
   44141       2.0777       4.0249       2.4093
   44142       2.0744       4.0041       2.2921
   44143       2.0249       4.0196       2.4799
   44144       2.1291       4.1008       2.3878
   44145       2.1059       4.0843       2.4082
   44146       2.0104       4.0806       2.2345
   44147       1.9541       3.9143       2.4638
   44148       2.1620       4.1580       2.4117
   44149       2.0990       4.0957       2.3132
   44150       2.1398       4.1849       2.3154
   44151       2.0794       4.1292       2.5557
   44152       2.0878       4.1692       2.1786
   44153       1.9905       4.0048       2.3145
   44154       2.1291       4.1610       2.4248
   44155       2.1772       4.0829       2.3329
   44156       2.0561       4.0743       2.4164
   44157       2.1552       4.2105       2.3533
   44158       1.9835       3.9286       2.4868
   44159       2.1139       4.1684       2.4706
   44160       2.1582       4.1003       2.2066
   44161       2.0863       4.1219       2.4162
   44162       1.9995       3.9582       2.3958
   44163       2.1493       4.1164       2.3249
   44164       2.0117       4.0260       2.1626
   44165       1.9926       4.0184       2.3873
   44166       2.0840       4.0317       2.5733
   44167       2.0440       4.0536       2.4319
   44168       2.0424       4.0224       2.3780
   44169       2.0530       4.0459       2.4442
   44170       2.1169       4.1045       2.4412
   44171       2.0965       4.0651       2.3784
   44172       2.1349       4.1545       2.3229
   44173       2.0824       4.0726       2.4422
   44174       2.1635       4.1584       2.5127
   44175       2.1652       4.1354       2.3252
   44176       2.1169       4.0120       2.2640
   44177       2.0930       4.0307       2.3546
   44178       2.0644       4.0638       2.3019
   44179       2.1031       4.0939       2.4137
   44180       2.1460       4.0855       2.3209
   44181       2.0624       4.0425       2.3305
   44182       2.0761       4.0569       2.4264
   44183       2.1318       4.1154       2.4126
   44184       2.1839       4.1692       2.2922
   44185       2.1640       4.1216       2.4976
   44186       2.1498       4.1458       2.3758
   44187       2.0858       4.0911       2.3015
   44188       2.0544       4.0646       2.2079
   44189       2.0172       4.0950       2.2729
   44190       2.0759       4.0595       2.2631
   44191       2.1448       4.1122       2.3576
   44192       2.0026       3.9591       2.2974
   44193       2.1840       4.1380       2.4698
   44194       2.0611       4.0458       2.1877
   44195       2.1240       4.0489       2.1953
   44196       2.1065       4.1215       2.3023
   44197       1.9258       3.9334       2.2429
   44198       2.1379       4.1546       2.5413
   44199       2.0107       3.9652       2.3468
   44200       2.1007       4.0420       2.3493
   44201       2.0526       4.0736       2.4485
   44202       2.2051       4.2117       2.4259
   44203       2.2331       4.2166       2.4862
   44204       2.0562       4.1313       2.2885
   44205       2.1511       4.1204       2.2553
   44206       2.1284       4.0384       2.3835
   44207       1.9672       4.0471       2.2800
   44208       2.0436       4.0654       2.3262
   44209       2.0164       3.9788       2.4495
   44210       2.0910       4.0203       2.4425
   44211       2.1779       4.1679       2.3844
   44212       2.1330       4.1261       2.4396
   44213       2.1022       4.1330       2.3762
   44214       2.1020       4.0772       2.4392
   44215       2.0963       4.1722       2.3282
   44216       2.0482       4.1109       2.3407
   44217       2.0742       4.1015       2.5038
   44218       2.0822       4.0477       2.6581
   44219       2.1098       4.0666       2.4652
   44220       2.1435       4.1403       2.5490
   44221       2.2150       4.1965       2.3514
   44222       2.1142       4.0944       2.1645
   44223       2.0495       4.0561       2.4007
   44224       2.2653       4.2492       2.3436
   44225       2.0809       4.0856       2.3702
   44226       2.0726       4.0555       2.2535
   44227       2.3696       4.2372       2.2598
   44228       2.0710       4.0638       2.3377
   44229       1.9977       3.9759       2.4038
   44230       1.9497       4.0177       2.2956
   44231       2.0860       4.0788       2.4092
   44232       2.0889       4.0695       2.3679
   44233       1.9759       3.9947       2.2603
   44234       2.0584       4.0489       2.3090
   44235       2.0171       4.0230       2.2491
   44236       2.2571       4.2195       2.4686
   44237       2.1987       4.1443       2.4305
   44238       2.0690       4.0387       2.2123
   44239       2.0420       3.9840       2.4491
   44240       2.1388       4.0984       2.3125
   44241       2.1846       4.1742       2.4136
   44242       2.1372       4.1211       2.3282
   44243       2.1433       4.0660       2.3627
   44244       2.0451       4.0074       2.5618
   44245       2.1863       4.1037       2.2405
   44246       2.2566       4.1826       2.3685
   44247       2.0831       4.0760       2.2691
   44248       2.1041       4.0331       2.3175
   44249       2.1084       4.1512       2.3122
   44250       2.0579       4.0773       2.4268
   44251       2.0353       4.1197       2.4656
   44252       2.1171       4.1173       2.5786
   44253       2.1700       4.0393       2.4133
   44254       2.0494       4.0217       2.2573
   44255       2.0492       4.0880       2.2419
   44256       2.1367       4.1523       2.3289
   44257       2.1129       4.2083       2.3857
   44258       2.0871       3.9924       2.3511
   44259       2.1780       4.1705       2.4816
   44260       2.1375       4.1196       2.2854
   44261       2.1830       4.1417       2.4050
   44262       2.1079       4.1150       2.3411
   44263       2.1548       4.1112       2.4060
   44264       2.1864       4.1525       2.2577
   44265       2.0520       4.0412       2.5008
   44266       2.1643       4.1942       2.3626
   44267       2.0911       3.9299       2.1945
   44268       2.0542       4.0820       2.3935
   44269       2.1602       4.2186       2.3553
   44270       2.0663       3.9586       2.3886
   44271       2.2142       4.2416       2.3468
   44272       2.0684       4.0145       2.4172
   44273       2.0761       4.0916       2.2895
   44274       2.0765       4.1073       2.4289
   44275       2.0517       4.0203       2.3644
   44276       2.1742       4.1187       2.1463
   44277       2.0037       3.9807       2.3108
   44278       2.1996       4.2320       2.2263
   44279       2.0246       3.9436       2.3282
   44280       2.1347       4.0829       2.4137
   44281       2.1700       4.1116       2.3928
   44282       2.1542       4.1482       2.5132
   44283       1.9356       3.9414       2.3811
   44284       2.0829       4.0700       2.2906
   44285       2.1169       4.0183       2.3697
   44286       2.1228       4.1655       2.2218
   44287       2.1201       4.1060       2.4903
   44288       2.1746       4.1460       2.4731
   44289       2.2058       4.1372       2.2902
   44290       2.2432       4.1970       2.2019
   44291       2.1168       4.1236       2.4962
   44292       1.9945       4.0332       2.4731
   44293       2.0766       4.0985       2.3999
   44294       1.9752       3.9559       2.3069
   44295       2.0761       4.0680       2.5503
   44296       1.9571       3.9684       2.2897
   44297       2.0267       4.1003       2.3607
   44298       2.0145       4.0091       2.3525
   44299       2.1853       4.1472       2.5277
   44300       1.9129       3.9113       2.4550
   44301       2.0551       4.0515       2.4285
   44302       2.0324       4.0388       2.3456
   44303       2.1486       4.1070       2.2440
   44304       2.1335       4.1327       2.3953
   44305       2.0962       4.1295       2.5557
   44306       2.0778       4.1281       2.2972
   44307       1.9570       3.9564       2.0984
   44308       2.0596       4.0528       2.2712
   44309       2.1339       4.0882       2.4715
   44310       2.1876       4.1047       2.5080
   44311       2.0484       4.0603       2.5729
   44312       2.1005       4.1655       2.4694
   44313       2.0402       3.8906       2.5105
   44314       2.0513       4.0987       2.4069
   44315       2.0856       4.0909       2.3663
   44316       2.1387       4.1014       2.2459
   44317       2.2123       4.0917       2.1752
   44318       2.0370       3.9507       2.3480
   44319       2.0918       4.1682       2.5668
   44320       2.1356       4.1783       2.2555
   44321       2.1837       4.1131       2.2630
   44322       2.0616       4.0082       2.1237
   44323       2.2336       4.1269       2.2408
   44324       2.1103       4.1696       2.4017
   44325       2.0204       4.0307       2.3038
   44326       2.0696       4.0579       2.3258
   44327       2.1422       4.1328       2.1892
   44328       2.1205       4.1306       2.4910
   44329       2.2162       4.2081       2.2795
   44330       2.0730       4.0400       2.1174
   44331       2.2186       4.0918       2.4231
   44332       2.0620       4.0264       2.1344
   44333       2.0106       4.0270       2.3358
   44334       2.1541       4.1611       2.3240
   44335       2.0644       4.1265       2.4845
   44336       2.1703       4.1722       2.2783
   44337       2.0635       4.0984       2.5500
   44338       2.0545       3.9760       2.2585
   44339       2.0752       4.0685       2.4365
   44340       2.1333       4.0666       2.3603
   44341       2.1309       4.1844       2.4561
   44342       2.1532       4.1228       2.3792
   44343       2.0498       3.9451       2.1667
   44344       2.1239       4.0797       2.3146
   44345       2.0240       4.0455       2.4254
   44346       2.1109       4.0420       2.3352
   44347       2.0268       4.1228       2.4969
   44348       2.0564       4.1281       2.3748
   44349       2.0856       4.1335       2.4014
   44350       2.1949       4.2338       2.4098
   44351       2.0745       4.0204       2.1791
   44352       1.9598       3.9327       2.2124
   44353       2.1043       4.1271       2.2390
   44354       2.1348       4.0778       2.3330
   44355       2.1570       4.2280       2.4355
   44356       2.0980       4.1068       2.3782
   44357       2.0178       3.9525       2.2565
   44358       2.1943       4.1718       2.3444
   44359       2.0539       4.1184       2.3641
   44360       2.0881       4.0999       2.4445
   44361       1.9800       4.0103       2.4314
   44362       2.0468       4.0338       2.4603
   44363       2.2064       4.2627       2.4111
   44364       2.1133       4.1320       2.2320
   44365       1.9594       3.9662       2.2597
   44366       2.0469       4.0541       2.3927
   44367       2.1625       4.1040       2.4775
   44368       1.9780       4.0287       2.3167
   44369       2.1194       4.1304       2.3611
   44370       2.1100       4.0999       2.3021
   44371       1.9798       3.9748       2.3984
   44372       2.0428       4.0067       2.3466
   44373       2.1392       4.0317       2.2165
   44374       2.0917       4.1647       2.3087
   44375       2.1270       4.1281       2.3647
   44376       2.1203       4.1198       2.3010
   44377       2.1010       4.0999       2.4105
   44378       2.1516       4.1393       2.3618
   44379       2.1375       4.1715       2.1831
   44380       2.1410       4.1140       2.2737
   44381       2.1586       4.1698       2.5897
   44382       1.9936       3.9975       2.1814
   44383       2.0488       4.0954       2.4539
   44384       2.1726       4.1290       2.4610
   44385       2.0427       4.1252       2.3911
   44386       2.1192       4.1735       2.3860
   44387       2.0611       4.0636       2.3743
   44388       2.0189       4.0036       2.2671
   44389       2.3066       4.2783       2.4402
   44390       2.1431       4.1734       2.2772
   44391       2.1622       4.1200       2.5716
   44392       2.0849       4.0893       2.5188
   44393       2.1294       4.1118       2.4246
   44394       2.1151       4.1448       2.4405
   44395       2.2907       4.2605       2.3580
   44396       2.0200       4.0525       2.3695
   44397       2.0371       4.0600       2.3308
   44398       2.1808       4.1857       2.6117
   44399       2.1245       4.1634       2.3787
   44400       2.1878       4.0515       2.2001
   44401       2.1685       4.1052       2.3922
   44402       2.1732       4.1858       2.3237
   44403       2.1986       4.2479       2.5003
   44404       2.1368       4.0747       2.4759
   44405       2.1038       4.0270       2.2969
   44406       2.0812       4.1465       2.4869
   44407       2.0581       4.0715       2.3452
   44408       2.0956       4.0949       2.2056
   44409       2.1224       4.0770       2.5201
   44410       2.1551       4.2552       2.5448
   44411       2.1923       4.0912       2.3215
   44412       2.0932       4.1113       2.4176
   44413       2.0546       3.9897       2.3958
   44414       2.1998       4.1752       2.2464
   44415       2.1193       4.0755       2.2990
   44416       2.0815       4.1103       2.3953
   44417       2.1086       4.0936       2.5117
   44418       2.2014       4.1772       2.3361
   44419       2.0790       4.0509       2.3207
   44420       2.1074       4.1788       2.4023
   44421       2.0719       4.0301       2.4380
   44422       2.1151       4.1065       2.2534
   44423       2.0328       4.0193       2.4901
   44424       2.0428       4.0794       2.3314
   44425       1.9690       3.9745       2.1540
   44426       2.2821       4.2530       2.5523
   44427       2.1678       4.1878       2.5430
   44428       2.0100       4.0347       2.4501
   44429       2.1535       4.1500       2.3965
   44430       2.1003       4.0254       2.4371
   44431       2.2022       4.1833       2.3809
   44432       2.2110       4.2507       2.2974
   44433       2.1286       4.0662       2.1888
   44434       2.0891       4.0565       2.4311
   44435       2.0771       4.1199       2.7140
   44436       2.0652       4.0093       2.3773
   44437       2.0763       4.0663       2.3212
   44438       2.1332       4.1078       2.2770
   44439       2.1043       4.1111       2.2890
   44440       2.1001       4.1522       2.3285
   44441       2.1620       4.2058       2.3776
   44442       2.0721       4.0324       2.1898
   44443       2.1182       4.1558       2.4676
   44444       2.0594       4.0319       2.3645
   44445       2.1320       4.1901       2.5201
   44446       2.2015       4.1598       2.4985
   44447       2.1701       4.1105       2.3315
   44448       2.0622       4.0371       2.4226
   44449       2.0455       4.0862       2.2946
   44450       2.1369       4.1959       2.4021
   44451       2.0208       4.0063       2.3644
   44452       2.1422       4.1170       2.3850
   44453       2.1483       4.1214       2.2976
   44454       1.9992       3.9916       2.2174
   44455       2.0379       4.0278       2.3577
   44456       2.2318       4.2014       2.3377
   44457       2.1081       4.1375       2.4396
   44458       2.1638       4.0738       2.2498
   44459       2.1493       4.1812       2.4460
   44460       2.1037       4.0810       2.0981
   44461       2.1397       4.1336       2.3585
   44462       2.0500       4.0411       2.2719
   44463       2.1373       4.1245       2.3078
   44464       2.1080       4.0672       2.4685
   44465       2.0316       4.0644       2.4847
   44466       2.1051       4.0861       2.4387
   44467       1.9966       3.9950       2.4785
   44468       2.0800       4.0873       2.1943
   44469       2.0102       4.0396       2.4284
   44470       2.0592       4.0385       2.2137
   44471       2.0527       4.0010       2.3244
   44472       2.0536       4.1026       2.4807
   44473       2.0673       4.1119       2.6306
   44474       2.1042       4.1638       2.4256
   44475       2.1105       4.0568       2.2358
   44476       2.1629       4.1459       2.3769
   44477       2.1392       4.1101       2.4695
   44478       2.0874       4.0674       2.3153
   44479       2.1085       4.1349       2.3283
   44480       2.1379       4.1141       2.4339
   44481       2.0924       4.1072       2.3984
   44482       2.1156       4.1349       2.4336
   44483       2.2125       4.1547       2.2263
   44484       2.0740       4.0656       2.3632
   44485       2.1386       4.1343       2.4058
   44486       2.0553       4.0622       2.4038
   44487       2.0912       4.0815       2.4702
   44488       2.2826       4.2438       2.3777
   44489       2.0667       4.0460       2.4638
   44490       2.1309       4.0890       2.2085
   44491       2.1293       4.0894       2.2811
   44492       2.1039       4.1481       2.4382
   44493       2.0090       3.9838       2.1656
   44494       2.0470       4.1045       2.2507
   44495       1.9659       3.9450       2.3958
   44496       2.0931       4.1024       2.4306
   44497       2.0286       4.0759       2.4264
   44498       2.2047       4.1791       2.3908
   44499       2.1722       4.1573       2.3819
   44500       2.0437       4.0668       2.3978
   44501       2.1821       4.2551       2.4804
   44502       2.2093       4.1972       2.2053
   44503       2.0703       4.1280       2.3263
   44504       2.1060       4.1098       2.4798
   44505       2.1356       4.0918       2.3365
   44506       2.0968       4.1338       2.3302
   44507       2.1971       4.0903       2.4964
   44508       2.0618       4.0453       2.3653
   44509       1.9360       3.9955       2.4035
   44510       2.1459       4.2019       2.4024
   44511       2.1047       4.0213       2.3632
   44512       2.2199       4.2056       2.4498
   44513       2.0524       4.0475       2.2947
   44514       2.0601       4.0713       2.3935
   44515       2.0974       4.0834       2.2761
   44516       2.1705       4.1366       2.4758
   44517       2.0454       4.0504       2.3892
   44518       1.9158       3.9143       2.3228
   44519       2.0523       4.1174       2.4259
   44520       2.0718       4.0924       2.4118
   44521       2.2671       4.1945       2.5259
   44522       2.0780       4.1062       2.4830
   44523       2.2152       4.1291       2.3805
   44524       2.0829       4.0929       2.4167
   44525       2.0841       4.0228       2.1681
   44526       2.0836       4.0801       2.3758
   44527       2.2040       4.1615       2.4393
   44528       2.1208       4.0295       2.5733
   44529       2.0097       4.0292       2.2637
   44530       2.1233       4.0963       2.4076
   44531       2.1684       4.1320       2.1977
   44532       2.1471       4.1696       2.4213
   44533       2.0243       4.0466       2.3627
   44534       2.1149       4.0883       2.3952
   44535       2.0399       4.1340       2.4407
   44536       2.0483       4.0670       2.5202
   44537       2.1480       4.1183       2.3343
   44538       2.0460       4.0582       2.4631
   44539       2.0989       4.0272       2.2636
   44540       2.0415       4.0429       2.4538
   44541       2.1344       4.1173       2.4194
   44542       2.0877       4.0718       2.3191
   44543       2.0645       4.0383       2.5457
   44544       2.1428       4.1227       2.3354
   44545       2.1744       4.1750       2.3238
   44546       2.2039       4.1083       2.3790
   44547       2.0027       3.9365       2.4462
   44548       2.1366       4.1177       2.3958
   44549       2.1883       4.1685       2.4349
   44550       2.0768       4.1389       2.5460
   44551       2.1265       4.1642       2.4563
   44552       2.1544       4.1642       2.3735
   44553       1.9790       4.0466       2.3967
   44554       2.1068       4.1053       2.2592
   44555       2.1606       4.1819       2.3212
   44556       2.1322       4.1395       2.4710
   44557       2.1684       4.2466       2.5007
   44558       2.1555       4.1047       2.4288
   44559       2.0424       4.1068       2.4324
   44560       2.0711       4.0271       2.3161
   44561       2.2133       4.2667       2.4852
   44562       2.0925       4.0996       2.3781
   44563       2.1355       3.9821       2.1751
   44564       2.0988       4.1751       2.5064
   44565       2.0022       4.0448       2.3738
   44566       1.9692       3.9882       2.3738
   44567       2.0340       4.0914       2.5013
   44568       2.1268       4.0468       2.2954
   44569       2.1146       4.0553       2.3411
   44570       1.9960       4.0406       2.4085
   44571       2.0745       4.0553       2.3843
   44572       2.1345       4.1360       2.3526
   44573       2.0042       3.9870       2.4779
   44574       2.0714       4.0854       2.3443
   44575       2.0925       4.0882       2.3162
   44576       2.0527       4.0695       2.4977
   44577       2.0493       4.0592       2.5045
   44578       2.1532       4.1239       2.2864
   44579       2.0693       3.9971       2.4332
   44580       2.1621       4.0790       2.2083
   44581       2.0659       4.1112       2.3717
   44582       2.0118       3.9271       2.4597
   44583       1.9728       3.9377       2.3253
   44584       2.1011       4.1061       2.2804
   44585       2.0822       4.1173       2.3181
   44586       2.0775       4.0699       2.3433
   44587       2.1242       4.1171       2.5220
   44588       2.1137       4.0738       2.4503
   44589       2.1779       4.1240       2.3319
   44590       2.0996       4.0840       2.2747
   44591       2.0968       4.0416       2.3863
   44592       2.1597       4.0781       2.2220
   44593       2.0632       4.1516       2.3826
   44594       1.9841       4.0425       2.2879
   44595       2.1857       4.1997       2.3774
   44596       1.9997       4.0426       2.2665
   44597       2.0792       3.9928       2.2165
   44598       2.0874       4.0587       2.2280
   44599       2.0018       4.0004       2.3173
   44600       2.0523       4.0029       2.2977
   44601       2.0395       4.1005       2.4176
   44602       2.1166       4.1639       2.3994
   44603       2.2096       4.1776       2.4462
   44604       2.0513       4.0582       2.4898
   44605       2.0451       4.0806       2.2414
   44606       2.1083       4.1793       2.4217
   44607       2.0830       4.0680       2.4402
   44608       1.9629       4.0560       2.4627
   44609       1.9850       4.0119       2.3233
   44610       1.9935       4.0089       2.2897
   44611       2.1458       4.1948       2.3492
   44612       2.0676       4.0915       2.3185
   44613       2.1098       4.1307       2.2096
   44614       2.1847       4.1708       2.3439
   44615       2.0869       4.0035       2.3432
   44616       2.2345       4.2037       2.3375
   44617       2.1966       4.1226       2.3988
   44618       2.0656       4.0366       2.2552
   44619       2.0742       4.0199       2.3536
   44620       2.1362       4.2030       2.3332
   44621       2.0592       4.0688       2.4322
   44622       2.1802       4.1295       2.3106
   44623       2.0184       4.0980       2.2892
   44624       2.0127       4.0332       2.4297
   44625       2.0420       4.0637       2.2614
   44626       2.0603       4.0291       2.2823
   44627       2.0304       3.9934       2.1929
   44628       2.0741       4.1452       2.3802
   44629       1.8964       3.8786       2.3562
   44630       2.1599       4.1489       2.4143
   44631       2.1303       4.0624       2.3121
   44632       2.1264       4.0866       2.5066
   44633       2.1361       4.1517       2.4560
   44634       2.0639       3.9551       2.1089
   44635       2.0865       4.0997       2.1844
   44636       2.0668       4.0810       2.4059
   44637       2.1531       4.1301       2.4879
   44638       2.1280       4.0816       2.2129
   44639       2.1984       4.1132       2.4184
   44640       2.0335       4.0247       2.2811
   44641       2.1398       4.1870       2.3583
   44642       2.1259       4.0825       2.3131
   44643       2.1414       4.1776       2.4443
   44644       2.1853       4.2198       2.3643
   44645       2.1566       4.1742       2.2613
   44646       2.0197       4.0755       2.3735
   44647       2.1536       4.2042       2.3438
   44648       2.0824       4.0882       2.3241
   44649       2.1553       4.0813       2.3166
   44650       2.0024       4.0054       2.3113
   44651       2.0489       4.0193       2.3509
   44652       2.0119       4.0121       2.4018
   44653       1.9985       4.0368       2.4190
   44654       2.0872       4.1134       2.4784
   44655       2.1411       4.2062       2.5677
   44656       2.0086       3.9931       2.1396
   44657       2.1067       4.0782       2.2966
   44658       2.0025       3.9889       2.3100
   44659       2.0818       4.0556       2.4679
   44660       1.9636       4.0249       2.4229
   44661       2.0847       4.1127       2.4261
   44662       2.1432       4.0478       2.2791
   44663       2.2237       4.1992       2.4061
   44664       2.0290       4.0225       2.3922
   44665       2.1927       4.1759       2.3688
   44666       2.1192       4.0533       2.2354
   44667       2.1456       4.1760       2.4092
   44668       2.0620       4.1100       2.4793
   44669       2.0230       4.0357       2.5000
   44670       2.0613       4.0682       2.1905
   44671       2.1393       4.1168       2.5060
   44672       2.1596       4.1976       2.5538
   44673       2.0949       4.0555       2.4740
   44674       2.0509       4.1324       2.3263
   44675       2.1249       4.0450       2.3628
   44676       2.1474       4.2053       2.4140
   44677       2.1486       4.1103       2.3271
   44678       2.0323       3.9065       2.2020
   44679       2.0016       4.0257       2.4406
   44680       2.1562       4.1787       2.5099
   44681       2.1301       4.1447       2.4661
   44682       2.0497       4.0888       2.5401
   44683       2.0663       4.1064       2.5996
   44684       2.0261       4.0281       2.4432
   44685       1.9338       3.8919       2.3754
   44686       2.0468       4.0761       2.2812
   44687       2.0297       4.0942       2.4993
   44688       2.0793       4.1021       2.5173
   44689       2.0065       4.0069       2.2389
   44690       2.1367       4.2153       2.3470
   44691       1.9603       3.9948       2.2919
   44692       2.0500       4.0518       2.3178
   44693       2.1121       4.1470       2.4386
   44694       2.1771       4.1649       2.4436
   44695       2.1733       4.1646       2.3208
   44696       2.0663       4.0843       2.3416
   44697       2.0228       4.0595       2.4616
   44698       2.0808       4.1410       2.3763
   44699       2.0775       4.0535       2.1554
   44700       2.0940       4.1096       2.3641
   44701       2.0092       4.0975       2.2941
   44702       2.2606       4.2787       2.7406
   44703       2.1075       4.1033       2.3815
   44704       2.0489       4.0656       2.5130
   44705       2.1318       4.0982       2.2541
   44706       2.0843       4.1197       2.4464
   44707       2.0592       4.0557       2.3934
   44708       2.1911       4.1619       2.2557
   44709       2.1041       4.1342       2.5981
   44710       2.0453       4.0115       2.2335
   44711       2.0749       4.0861       2.3016
   44712       2.1871       4.0953       2.3475
   44713       2.1360       4.1416       2.5220
   44714       1.9952       3.9887       2.2663
   44715       2.0487       4.0361       2.3736
   44716       2.1102       4.1290       2.2953
   44717       2.1602       4.1502       2.4232
   44718       2.1328       4.1201       2.4024
   44719       2.1078       4.0983       2.3456
   44720       2.1849       4.1626       2.3699
   44721       2.1405       4.1655       2.3661
   44722       1.9213       3.9775       2.3838
   44723       2.1647       4.1477       2.1162
   44724       2.0870       4.0893       2.3590
   44725       2.0536       4.0795       2.3288
   44726       2.1492       4.1421       2.3959
   44727       2.2050       4.2208       2.4565
   44728       2.0790       4.0713       2.1908
   44729       2.0993       4.1397       2.4286
   44730       2.1513       4.0875       2.4399
   44731       2.0769       4.1839       2.2871
   44732       2.0649       4.0139       2.2181
   44733       2.1716       4.1459       2.3838
   44734       2.0821       4.0543       2.2830
   44735       2.2215       4.2084       2.4736
   44736       2.3150       4.3565       2.4054
   44737       2.0962       4.0853       2.4095
   44738       2.0944       4.1333       2.3906
   44739       2.2812       4.2587       2.3187
   44740       2.0501       4.0591       2.1462
   44741       2.1289       4.0914       2.4949
   44742       2.2389       4.1518       2.3447
   44743       2.1028       4.0294       2.3017
   44744       2.1271       4.1421       2.4658
   44745       2.1586       4.1099       2.4190
   44746       1.9664       3.8706       2.3018
   44747       2.0143       3.9727       2.3873
   44748       1.9539       3.8903       2.5300
   44749       1.9011       3.8914       2.3102
   44750       2.0860       4.0940       2.3993
   44751       2.0107       4.0581       2.6052
   44752       2.1369       4.1447       2.2193
   44753       2.0394       4.0701       2.3348
   44754       2.1678       4.1767       2.3501
   44755       2.1808       4.1609       2.4198
   44756       2.1119       4.1248       2.3530
   44757       2.1397       4.2375       2.5517
   44758       2.0373       3.9995       2.2253
   44759       2.0120       3.9414       2.2036
   44760       2.1911       4.1977       2.6212
   44761       2.0968       4.0653       2.0961
   44762       2.0546       4.0301       2.3510
   44763       2.0901       4.0649       2.3872
   44764       2.2350       4.1721       2.4657
   44765       2.2287       4.1971       2.3964
   44766       2.0969       4.1538       2.3870
   44767       2.0923       3.9907       2.2963
   44768       2.2012       4.1757       2.2838
   44769       2.1361       4.1213       2.3365
   44770       2.0101       4.0283       2.2942
   44771       2.0485       4.0685       2.3736
   44772       2.1345       4.1265       2.4703
   44773       1.9732       4.0049       2.2731
   44774       2.1758       4.1926       2.4522
   44775       2.0488       4.1247       2.4676
   44776       2.0900       4.1276       2.1549
   44777       2.0997       4.0663       2.4564
   44778       2.1474       4.1540       2.4766
   44779       2.0850       4.0650       2.4351
   44780       2.1255       4.0461       2.4258
   44781       1.9715       3.9920       2.3376
   44782       2.1121       4.0431       2.4422
   44783       2.1295       4.1375       2.3457
   44784       2.0817       4.0180       2.3480
   44785       2.0766       3.9714       2.2595
   44786       2.0674       4.0989       2.3510
   44787       2.1201       4.1533       2.5139
   44788       2.0589       4.0166       2.2787
   44789       2.0283       4.0384       2.4611
   44790       1.9782       3.9873       2.3266
   44791       2.2555       4.2123       2.4434
   44792       2.1972       4.1982       2.3677
   44793       2.0833       4.0957       2.4033
   44794       1.9651       3.9547       2.4553
   44795       2.0813       4.0669       2.3938
   44796       2.0400       4.0440       2.3128
   44797       2.0569       4.0113       2.3521
   44798       2.1857       3.8952       2.2327
   44799       2.0678       4.0974       2.3965
   44800       1.9765       3.9922       2.0849
   44801       2.0904       4.0554       2.3302
   44802       2.0460       3.9912       2.3005
   44803       2.0689       4.0538       2.4630
   44804       2.0498       4.0783       2.3814
   44805       1.9885       4.0529       2.2865
   44806       2.1373       4.0856       2.1737
   44807       2.1000       4.0560       2.1793
   44808       2.1561       4.1348       2.5005
   44809       1.9667       3.9359       2.3289
   44810       2.0970       4.1097       2.3701
   44811       2.1675       4.1223       2.3236
   44812       2.1535       4.1346       2.3272
